term_id,dirname,tier,classification,recommendation,criteria,external_refs,lifecycle,yaml_size,insight_size
C128,C128_bias_labyrinth_ai,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,2,draft,6835,2751
C037,C037_plural_subject_theory,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,1,draft,5514,2743
C058,C058_cognitive_adaptability_ai,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,2,draft,6774,2709
C068,C068_jazz_improvisation_neural_mechanisms,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,2,draft,7215,2705
C085,C085_multiple_intelligences_theory,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,2,draft,7966,2660
C13C,C13C_meditation_brain_stimulation,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,1,draft,8061,2621
C129,C129_consciousness_and_ai,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,4,draft,6756,2605
C069,C069_epistemic_challenges_open_societies,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,1,draft,7092,2557
C108,C108_posthumanism_boundaries,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,1,draft,6977,2546
C131,C131_panpsychism,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,2,draft,7189,2524
C142,C142_Human_Enhancement_Ethics,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,7,draft,4438,2516
C078,C078_human_behavior_ai_training,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,1,draft,6879,2506
C021,C021_scientist_mindset,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,8,draft,7042,2487
C178,C178_Realism_Critical_Thinking,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,2,draft,4370,2452
C010,C010_authority_influence,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,5,draft,6418,2423
C084,C084_brain_memory_storage_mechanism,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,1,draft,7156,2382
C042,C042_essence_of_dualities,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,3,draft,6853,2371
C070,C070_collective_cognition,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,2,draft,6717,2370
C060,C060_post_singularity_education,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,2,draft,6802,2350
C053,C053_brain_computer_interfaces,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,3,draft,3945,2272
C124,C124_data_quality_tech_humanity,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,1,draft,6604,2240
C073,C073_freedom_within_constraints,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,3,draft,7035,2201
C098,C098_ai_education_debate,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,2,draft,7193,2139
C077,C077_brain_learning_ux,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,1,draft,7133,2085
C185,C185_NOVA1_Language_Gene,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,4,draft,4248,2053
C102,C102_analyzer_cyborg,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,1,draft,6619,2005
C148,C148_Free_Will_Determinism,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,7,draft,4342,2001
C096,C096_artificial_emotional_intelligence,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,2,draft,7295,1974
C063,C063_knowledge_learning_wisdom,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,1,draft,6457,1875
C147,C147_Technology_Environmental_Adaptation,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,9,draft,4437,1818
C051,C051_robust_thought_mental_processing,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,2,draft,6764,1527
C054,C054_principle_of_bivalence,keep,KEEP_MED_REFS,"KEEP — Moderate sourcing, review annually",,2,draft,3679,1405
C158,C158_Gateway_Program,keep,KEEP_HIGH_REFS,"KEEP — Well-sourced, maintain",,10,draft,4201,10996
C157,C157_Consciousness_Ethical_Stewardship,keep,KEEP_HIGH_REFS,"KEEP — Well-sourced, maintain",,16,draft,4130,10851
A053,A053_Status_Quo_Bias,keep,KEEP_HIGH_REFS,"KEEP — Well-sourced, maintain",,16,draft,3945,10284
C146,C146_AI_Welfare_Ethics,keep,KEEP_HIGH_REFS,"KEEP — Well-sourced, maintain",,13,draft,4127,9862
E003,E003_Earth_as_Sacred_Relative,keep,KEEP_HIGH_REFS,"KEEP — Well-sourced, maintain",,14,working,3765,9649
C133,C133_cognitive_sovereignty,keep,KEEP_HIGH_REFS,"KEEP — Well-sourced, maintain",,10,draft,6955,9626
C159,C159_Consciousness_Evolution,keep,KEEP_HIGH_REFS,"KEEP — Well-sourced, maintain",,11,draft,4197,9569
E005,E005_Terroir,keep,KEEP_HIGH_REFS,"KEEP — Well-sourced, maintain",,13,working,3820,9528
C001,C001_critical_thinking_definitions,keep,KEEP_HIGH_REFS,"KEEP — Well-sourced, maintain",,17,draft,6004,9120
A057,A057_Confirmation_Bias,keep,KEEP_HIGH_REFS,"KEEP — Well-sourced, maintain",,21,draft,3996,9016
C16B,C16B_Cognitive_Laziness_LLM_Education,keep,KEEP_HIGH_REFS,"KEEP — Well-sourced, maintain",,10,draft,4369,8981
F001,F001_Prometheus__Fire,keep,KEEP_HIGH_REFS,"KEEP — Well-sourced, maintain",,18,working,4000,8515
F004,F004_Cool_Burning,keep,KEEP_HIGH_REFS,"KEEP — Well-sourced, maintain",,17,working,4106,8501
F005,F005_Sacred_Fire,keep,KEEP_HIGH_REFS,"KEEP — Well-sourced, maintain",,11,working,4043,8410
WO005,WO005_Bodhi_Tree,keep,KEEP_HIGH_REFS,"KEEP — Well-sourced, maintain",,13,working,3942,8323
W005,W005_Living_Water,keep,KEEP_HIGH_REFS,"KEEP — Well-sourced, maintain",,12,working,3948,8215
A006,A006_Four_Winds,keep,KEEP_HIGH_REFS,"KEEP — Well-sourced, maintain",,13,working,3894,8205
E001,E001_Gaia,keep,KEEP_HIGH_REFS,"KEEP — Well-sourced, maintain",,17,working,3789,8197
F002,F002_Agni,keep,KEEP_HIGH_REFS,"KEEP — Well-sourced, maintain",,12,working,3870,8009
W002,W002_Water_as_Purifier,keep,KEEP_HIGH_REFS,"KEEP — Well-sourced, maintain",,11,working,3730,7925
W004,W004_Wu_Wei,keep,KEEP_HIGH_REFS,"KEEP — Well-sourced, maintain",,13,working,3739,7866
A002,A002_Prana,keep,KEEP_HIGH_REFS,"KEEP — Well-sourced, maintain",,19,working,3651,7281
A001,A001_Pneuma,keep,KEEP_HIGH_REFS,"KEEP — Well-sourced, maintain",,35,working,3706,7046
C011,C011_ai_romance_artificial_intimacy,keep,KEEP_HIGH_REFS,"KEEP — Well-sourced, maintain",,10,draft,6847,4133
C045,C045_nature_of_consciousness,keep,KEEP_HIGH_REFS,"KEEP — Well-sourced, maintain",,19,draft,7209,3022
C007,C007_consciousness_beyond_materialism,keep,KEEP_HIGH_REFS,"KEEP — Well-sourced, maintain",,14,draft,6518,2553
C041,C041_human_augmentation,keep,KEEP_HIGH_REFS,"KEEP — Well-sourced, maintain",,10,draft,6843,2054
A016,A016_Cognitive_Babel,T4,T4_DUPLICATE,MERGE — Consolidate with duplicate pair,"T4: near-duplicate of [('C15C_Cognitive_AI', 4)]",9,draft,5479,13405
C15C,C15C_Cognitive_AI,T4,T4_DUPLICATE,MERGE — Consolidate with duplicate pair,"T4: near-duplicate of [('A016_Cognitive_Babel', 4)]",4,draft,4440,10126
C191,C191_Bur_Oak_Blight,T4,T4_DUPLICATE,MERGE — Consolidate with duplicate pair,"T4: near-duplicate of [('C191_Bur_Oak_Blight_backup', 0)] | T3: lifecycle=draft, no last_reviewed timestamp",8,draft,7533,7644
C191,C191_Bur_Oak_Blight_backup,T4,T4_DUPLICATE,MERGE — Consolidate with duplicate pair,"T4: near-duplicate of [('C191_Bur_Oak_Blight', 0)] | T3: lifecycle=draft, no last_reviewed timestamp",8,draft,7533,7644
S111,S111_Meta_Crisis,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,0,draft,5932,6985
S178,S178_Creative_Evolution_Philosophy,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,0,draft,5228,6972
S179,S179_Bakhtin_Polyphony,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,0,draft,5197,6929
S17A,S17A_Contextual_Inquiry,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,0,draft,5015,6920
S18A,S18A_Recursion_Crystallization,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,0,draft,5236,6905
S115,S115_Psychic_Phenomena_Science,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,0,draft,4962,6894
S18F,S18F_Epistemic_Dissonance_Divine,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,0,draft,5263,6894
S17D,S17D_Authored_Self_Paradox,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,0,draft,4948,6893
S18C,S18C_Clarity_Data_Haze,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,0,draft,5043,6800
S189,S189_Self_Reference_Recursive_Logic,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,0,draft,4970,6755
S033,S033_EMF_Cognitive_Flow_Enhancement,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,2,draft,5614,6745
S170,S170_Batesonian_Balance,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,0,draft,4772,6743
S18E,S18E_Shadow_Loops_Burning_Mind,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,0,draft,5138,6739
S190,S190_Embracing_Slowness_AI,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,0,draft,5280,6734
S119,S119_AI_Cognitive_Disruption_Therapy,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,0,draft,5358,6667
S057,S057_Intelligence_Amplification_Memetics,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,5,draft,4816,6665
S163,S163_Gut_Dysbiosis_Brain_Axis,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,0,draft,4803,6621
S174,S174_Playable_Epistemology,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,0,draft,5019,6609
S188,S188_AI_Magic_Reveal,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,0,draft,4965,6527
S069,S069_Universal_Behaviorism,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,0,draft,5306,6525
S177,S177_Empathic_Attunement,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,0,draft,5116,6518
S175,S175_Emotional_Resonance_Tone,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,0,draft,5020,6504
S162,S162_Cognitive_Resilience_Analogy,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,0,draft,4686,6501
S056,S056_Complexity_Civilization,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,12,draft,4680,6463
S114,S114_CAIT2_Dissonance_Empathy,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,0,draft,4953,6462
S112,S112_Epistemic_Games_Sensemaking,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,1,draft,4930,6441
S16F,S16F_Shadow_Witnessing,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,0,draft,4718,6441
S176,S176_Art_of_Discernment,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,0,draft,5101,6399
S06E,S06E_Symmathecists_Collaborative_Learning,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,0,draft,5409,6390
S16D,S16D_Origami_Brain_Theory,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,0,draft,4853,6390
S161,S161_Reevaluating_Human_Nature,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,0,draft,4774,6365
S113,S113_STREAMware_Ethical_Tech,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,0,draft,4686,6346
S16E,S16E_Alchemy_of_Decay,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,0,draft,4592,6337
S10E,S10E_Resonant_Cognitive_Architecture,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,0,draft,5555,6317
S108,S108_Cognitive_Cartography,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,0,draft,6510,6314
S160,S160_Symmetry_Asymmetry_Existence,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,0,draft,4571,6305
S046,S046_Cognitive_Models_Storytelling,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,3,draft,4777,6301
S128,S128_Sacred_Territory_Boundaries,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,0,draft,4895,6265
S055,S055_Awe_and_the_Sublime,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,9,draft,4624,6246
S173,S173_Identity_as_Compost,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,0,draft,4794,6239
S034,S034_Elite_Athlete_Cognitive_Patterns,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,5,draft,5586,6238
S064,S064_Social_Evolution_Singularity,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,4,draft,5085,6235
S06D,S06D_Zipfs_Law_Language,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,0,draft,5312,6231
S067,S067_Language_Consciousness_Link,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,2,draft,5320,6218
S18B,S18B_AI_Cathedral_Constraints,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,0,draft,5320,6176
S054,S054_Cyborg_Augmentation_Ethics,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,16,draft,4725,6128
S18D,S18D_Dissolving_Logic_Breath,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,0,draft,4997,6119
S10F,S10F_RENEW_Regenerative_Design,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,0,draft,5554,6082
S049,S049_Indian_Functionalism_Memetic_Philosophy,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,0,draft,4909,6076
S041,S041_Neural_Manifolds,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,6,draft,4758,6030
S107,S107_Six_Functional_Freedoms,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,0,draft,6615,6019
S15E,S15E_Bateson_Recursive_Feedback,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,0,draft,4667,6017
S127,S127_Spinoza_Emotions_Visualization,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,0,draft,4888,5992
S15F,S15F_Tacit_Knowledge_Innovation,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,0,draft,4611,5983
S045,S045_Metaphysical_Memetic_Resonance,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,7,draft,4935,5967
S06B,S06B_CALM_MO_Mindfulness_Framework,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,1,draft,5206,5959
S052,S052_DIKUW_Memetic_Consciousness,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,9,draft,4664,5944
S10D,S10D_Lifespan_Evolutionary_Development,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,0,draft,5525,5933
S110,S110_Collective_Projection_Illusion,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,0,draft,5641,5929
S10C,S10C_French_Calendar_Reform_Clash,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,0,draft,5624,5911
S06C,S06C_Memetic_Justification_Systems_Theory,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,0,draft,5367,5894
S16C,S16C_Experimental_Unit_Ontology,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,0,draft,4755,5877
S06A,S06A_Nested_Model_Well_Being,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,1,draft,5325,5874
S044,S044_Extended_Mind_Morphic_Resonance,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,3,draft,4655,5866
S109,S109_ChatGPT_Nonsense_Word_Processing,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,0,draft,5438,5866
S053,S053_Identity_Memetic_Philosophy,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,17,draft,4781,5800
S15A,S15A_Precognition_Quantum_Consciousness,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,0,draft,7488,5771
S068,S068_Goffman_Framing_Theory,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,4,draft,5113,5766
S105,S105_Self_Illusion_Blackmore,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,0,draft,6538,5762
S01B,S01B_Macrohistory_Futures_Studies,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,1,draft,5564,5758
S03D,S03D_Extended_Mind_Memes,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,5,draft,4738,5750
S03E,S03E_Subjective_Idealism_Memes_Reality,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,4,draft,4769,5744
S14E,S14E_Contextual_Behavioral_Science,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,0,draft,6998,5737
S031,S031_Language_Reality_Interconnected,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,4,draft,5601,5731
S04B,S04B_Fungi_Memetic_Consciousness,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,0,draft,5047,5729
S14C,S14C_Suleyman_AI_Not_Persons,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,0,draft,6848,5728
S14A,S14A_Turner_Communitas_Liminality,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,0,draft,6846,5718
S04C,S04C_Collaborative_Knowledge_Scaffolding,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,2,draft,4998,5715
S16B,S16B_Meta_Cognitive_Contradiction_Resolution,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,0,draft,5027,5705
S122,S122_Fuller_Synergetics_Design,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,0,draft,5477,5702
S102,S102_Language_Consciousness_Barenholtz,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,0,draft,6996,5697
S103,S103_Rewilding_Tech_Ethics_SANITY,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,0,draft,6334,5697
S153,S153_Grinberg_Syntergic_Theory,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,0,draft,7071,5681
S14B,S14B_Constructive_Hallucination,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,0,draft,6903,5676
S15D,S15D_Sympoietic_Systems,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,0,draft,4569,5673
S047,S047_Memes_Motivation_Autonomy,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,1,draft,4961,5669
S14D,S14D_Perception_Scaffold_Awareness,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,0,draft,6823,5656
S104,S104_Storm_Selves,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,0,draft,6442,5639
S123,S123_Atma_Vesa_Nidhi_Selfplex,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,0,draft,5628,5633
S04E,S04E_Neural_Coupling_Dogs_Humans,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,0,draft,4861,5630
S065,S065_Birth_Control_Transhumanism,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,0,draft,5249,5621
S126,S126_Language_Autonomous_System,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,0,draft,4786,5577
S10A,S10A_Cognitive_Entanglement_Human_AI,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,0,draft,5323,5567
S066,S066_GPT4_Cross_Cultural_Personality,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,0,draft,5062,5562
S051,S051_Dymaxion_Cognitive_Maps,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,0,draft,4580,5556
S10B,S10B_Human_AI_Metacognitive_Agency,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,0,draft,5399,5534
S063,S063_Pygmalion_Effect_Memetics,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,0,draft,4999,5529
S04D,S04D_Cognition_Without_Language,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,7,draft,5018,5517
S155,S155_Non_Linguistic_Metacognition,T3,T3_LEGACY_MED_INSIGHT,"REVIEW — Moderate insight, assess for curation",T3: legacy S-series term,0,draft,7207,5508
E009,E009_Soil_Cognition,T3,T3_DEMOTED_MED_REFS,"REVIEW — Moderate refs, assess nemetic potential",DEMOTED T1→T3: 5 external references | T1: nemetic missing or empty/non-string,5,draft,3637,9922
META001,META001_Nemetic_Pattern,T3,T3_DEMOTED_MED_REFS,"REVIEW — Moderate refs, assess nemetic potential",DEMOTED T1→T3: 6 external references | T1: nemetic missing or empty/non-string,6,draft,4873,9529
A011,A011_Conscious_Realism,T3,T3_DEMOTED_MED_REFS,"REVIEW — Moderate refs, assess nemetic potential",DEMOTED T1→T3: 6 external references | T1: nemetic missing or empty/non-string,6,working,4512,9065
M011,M011_Technics,T3,T3_DEMOTED_MED_REFS,"REVIEW — Moderate refs, assess nemetic potential",DEMOTED T1→T3: 8 external references | T1: nemetic missing or empty/non-string,8,working,4152,9062
M015,M015_Steel_Bismarck,T3,T3_DEMOTED_MED_REFS,"REVIEW — Moderate refs, assess nemetic potential",DEMOTED T1→T3: 6 external references | T1: nemetic missing or empty/non-string,6,draft,3509,9034
WO009,WO009_Chthulucene,T3,T3_DEMOTED_MED_REFS,"REVIEW — Moderate refs, assess nemetic potential",DEMOTED T1→T3: 8 external references | T1: nemetic missing or empty/non-string,8,working,4142,8828
A009,A009_Linguistic_Organism,T3,T3_DEMOTED_MED_REFS,"REVIEW — Moderate refs, assess nemetic potential",DEMOTED T1→T3: 9 external references | T1: nemetic missing or empty/non-string,9,working,4179,8690
META003,META003_Cthulucene_Nemetic_Ecology,T3,T3_DEMOTED_MED_REFS,"REVIEW — Moderate refs, assess nemetic potential",DEMOTED T1→T3: 5 external references | T1: nemetic missing or empty/non-string,5,draft,4680,8622
A061,A061_Prehension,T3,T3_DEMOTED_MED_REFS,"REVIEW — Moderate refs, assess nemetic potential",DEMOTED T1→T3: 7 external references | T1: nemetic missing or empty/non-string,7,working,4065,8353
W007,W007_Affective_Economy,T3,T3_DEMOTED_MED_REFS,"REVIEW — Moderate refs, assess nemetic potential",DEMOTED T1→T3: 6 external references | T1: nemetic missing or empty/non-string,6,working,4062,8337
A062,A062_Processive_Genetic,T3,T3_DEMOTED_MED_REFS,"REVIEW — Moderate refs, assess nemetic potential",DEMOTED T1→T3: 8 external references | T1: nemetic missing or empty/non-string,8,working,4221,8312
WO001,WO001_Yggdrasil,T3,T3_DEMOTED_MED_REFS,"REVIEW — Moderate refs, assess nemetic potential",DEMOTED T1→T3: 6 external references | T1: nemetic missing or empty/non-string,6,working,3434,7646
A065,A065_Motivation_Triangle,keep,KEEP_ZERO_REFS,"REVIEW — No external refs, verify internal value",,0,working,3951,8982
MET001,MET001_Gold,keep,KEEP_ZERO_REFS,"REVIEW — No external refs, verify internal value",,0,working,3706,7572
